doc_id	genre	source	date	text
64	BLOG	BLOG	2021-01-15	Den 15 januari omnämns Frivärld på Sydsvenskans ledarsida. Ledarartikeln lyfter rapporten "Informationspandemi - Desinformation i skuggan av Coronakrisen", skriven av Frivärlds senior fellows Patrik Oksanen och Henrik Sundbom, och hur denna belyser att den "potentiellt livsfarliga desinformationen" under coronapandemin även sprids av stater och andra aktörer: Att det ändå finns en utbredd misstro har flera förklaringar. En är de rykten och konspirationer som florerar. Det kan handla om personlig övertygelse, allmän rädsla eller misstänksamhet. Men som säkerhetsexperterna Patrik Oksanen och Henrik Sundbom belyser i en rapport från tankesmedjan Frivärld sprids den potentiellt livsfarliga desinformationen även av stater och ideologiskt och ekonomiskt motiverade aktörer som upplever sig ha någonting att vinna på detta. 
65	MDCL	MDCL	2021-01-15	På grund av en uppgradering av produktionsanläggningarna hos läkemedelsbolaget Pfizer kommer leveranserna av deras vaccin mot covid-19 att minska. Det innebär att Sverige kommer att få färre vaccindoser under de kommande fyra veckorna, rapporterar TT. Bakgrunden till att Pfizer drar ner på leveranserna av sitt vaccin mot covid-19 är att företaget ska öka produktionstakten till två miljarder vaccindoser per år, från tidigare 1,3 miljarder. Det innebär att leveranserna till alla länder i Europa påverkas. Sveriges vaccinsamordnare Richard Bergström bekräftar att Sverige kommer att få färre doser under de kommande veckorna. "Pfizer har meddelat att med start nästa vecka och under fyra veckor får vi färre doser per vecka", skriver han i ett sms till TT. Enligt Richard Bergström rör det sig totalt om cirka 15 procent färre doser per vecka. Statistik om leveranserna av vaccin mot covid-19 finns på Folkhälsomyndighetens webbplats. 
66	NEWS	NEWS	2021-01-15	Ändrade rekommendationer för testning av antikroppar mot covid-19 Folkhälsomyndigheten har ändrat sina rekommendationer för antikroppstestning och har tagit beslutet att det inte längre är relevant på individnivå om det inte finns ett medicinskt syfte. Av den anledningen kommer Region Gotland från och med 29 mars 2021 inte längre att erbjuda antikroppstestning för allmänheten eller för vård- och omsorgspersonal. Läs mer om beslutet Den 1 februari startade Region Gotland möjlighet till antikroppstestning för alla som fyllt 18 år och som är folkbokförda på Gotland. Tider bokas via appen Alltid Öppet. Provtagningen utförs på labbet på Visby lasarett på kvällstid, säger Linda Eklund, provtagningssamordnare i hälso- och sjukvårdsförvaltningen. Avgift och kvalitet på test Avgiften för antikroppstestning är 400 kronor. För personal som arbetar patientnära inom vård och omsorg är antikroppstestet kostnadsfritt. Testet som Region Gotland använder tas som ett blodprov i armvecket. Men alla som har haft covid-19 utvecklar inte antikroppar vilket innebär att ett negativt antikroppstest inte helt utesluter att någon haft covid-19. Observera att antikroppstestet inte kan påvisa antikroppar som utvecklas av vaccination mot covid-19. Provtagning vid symtom är viktigast Antikroppstestning ska inte förväxlas med PCR-provtagning som sker för att kontrollera om man har covid-19 eller inte. Smittskyddsenheten på Gotland betonar att PCR-provtagning vid symtom för att påvisa infektion är den viktigaste åtgärden för att upptäcka och förhindra smittspridning. Provtagning för covid-19-infektion är en rekommendation medan antikroppstestning är ett möjligt erbjudande för den som så önskar. 
67	PBLMD	PBLMD	2021-01-15	I helgen ska Indien, världens näst folkrikaste land, starta vaccineringen mot covid-19. - Det är en av världens absolut största vaccinationskampanjer. 300 miljoner indier ska vaccineras första halvåret, säger SVT:s korrespondent Malin Mendel i SVT:s Morgonstudion. Det finns många utmaningar, och det kommer att ta tid. Man pratar om att det kan ta 2-3 år. - Indien har sådan enorm befolkning och många av dem bor på avlägsna platser, det är djungel, öken. Men Indien är inga nybörjare på enorma vaccinationskampanjer. Det finns en stor erfarenhet att genomföra sådant här. I slutet av förra året träffade Malin Mendel människor i ett slumområde i Bombay. Där trodde man att 60 procent redan hade haft covid-19, och få var oroliga. - De läkare jag träffade hade en teori om att människor i sådana här områden utsätts för så mycket bakterier och virus redan från födseln och bygger upp ett starkt försvar, så att de kan stå emot coronaviruset. Sen handlar det om att Indien har en ung befolkning, och i slumområden bor det få gamla. 
68	NEWS	NEWS	2021-01-16	I Norge har 23 dödsfall rapporterats efter vaccination mot coronavirus. Hittills har 13 av fallen undersökts. "Vanliga biverkningar från vaccinet kan ha bidragit till ett allvarligt förlopp hos sjuka äldre", rapporterar Statens legemiddelverk i Norge i ett pressmeddelande den 14 januari. Alla anmälningar om dödsfall efter vaccination utvärderas noga, skriver man vidare. "Uppgifterna indikerar att vanliga bieffekter från mRNA-vacciner, som feber och illamående, kan ha orsakat döden hos enstaka sjuka patienter", säger Sigurd Hortemo, överläkare på norska läkemedelsverket. 
69	PBLMD	PBLMD	2021-01-16	Expertgruppen som ska lösa gåtan om coronaviruset har anlänt till Wuhan, den kinesiska staden där viruset först började spridas. Nu väntar en lång tids arbete för att försöka få svar på var coronaviruset har sitt ursprung. - Det är som att lägga ett jättelikt pussel, säger Johan von Schreeb, professor i global katastrofmedicin. Johan von Schreeb har själv arbetat med liknande uppdrag tidigare. Han tror att det kommer ta lång tid att få svar - och att den största utmaningen blir samarbetet med kinesiska myndigheter. - Den politiska utmaningen kommer vara den största, med transparens och att få tillgång till all data, säger Johan Von Schreeb. Det expertgruppen är ute efter är att spåra var coronaviruset kommer ifrån. - Man har gått till grottor och plockat ner fladdermöss med håvar för att ta prover och se om viruset finns där, säger Von Schreeb. Hör Johan Von Schreeb berätta om hur uppdraget kommer gå till steg för steg i videoklippet ovan. 
70	PBLMD	PBLMD	2021-01-16	- Hos så många som trefjärdedelar av patienterna som avlidit med en covid-19 diagnos bedömer vi det som en bakomliggande och inte avgörande orsak till döden, säger Johan Bratt , chefsläkare region Stockholm. Foto: Thomas Svensson, SVT/Christine Olsson, TT. Äldre på särskilda boenden har drabbats särskilt hårt av pandemin, inte minst i Stockholm. Regionens granskning visar däremot att i 8 procent av fallen var covid-19 inte den direkta orsaken till att personen avled. Region Stockholm har tillsammans med övriga regioner fått kritik från Inspektionen för vård och omsorg (Ivo) för att ha misskött vården av covidsjuka på äldreboenden. Under perioden mars-augusti förra året avled 1 089 personer över 70 år på särskilda boenden (säbo) i Stockholm där covid konstaterats. I en egen granskning som regionen gjort kring dödsfall på säbo ser man att i 17 procent av fallen var covid-19 den huvudsakliga dödsorsaken. För den stora majoriteten, 75 procent, pekar man på att infektionen bidragit till att personen avled. Där har faktorer som ålder, skörhet och sjuklighet spelat in. I övriga fall, 8 procent, bedömer man att annan sjukdom orsakat att personen avled. Totalt har 228 journaler gåtts igenom. Regionen säger dock att man inte kan dra några säkra generella slutsatser än, då det finns brister i exempelvis journalanteckningar. "Vården vid särskilda boenden för äldre har varit omdiskuterade och nu finns en bredare analys och underlag för åtgärder", uppger chefsläkaren Johan Bratt i ett pressmeddelande. Liknande genomgångar av dödsfall har gjorts i bland annat Östergötland. Där konstaterade man att i 15 procent av de granskade fallen bedömdes covid-19 ha varit den direkta dödsorsaken, i 70 procent bidrog det till att personen avled och för 15 procent bedömdes andra sjukdomar vara dödsorsaken. 
71	NEWS	NEWS	2021-01-17	Sverige fortsätter att köpa in och behandla covidpatienter med det omtalade läkemedlet remdesivir - trots att WHO avråder från det, skriver TT. Enligt WHO har läkemedlet ingen effekt på dödligheten, men enligt Läkemedelsverket har det effekt på andra aspekter. Remdesivir har bevisad effekt på vårdtiden för en specifik patientgrupp. De som är i ett tidigt skede i sjukdomen och som kan få syrgastillskott kan åka hem från sjukhus flera dagar tidigare om de får medicinen, enligt Läkemedelsverket. - Vi tror att det fortfarande finns en plats för remdesivir, säger Charlotta Bergqvist, gruppchef och vaccinkoordinator vid Läkemedelsverket. 
72	PBLMD	PBLMD	2021-01-18	Att vaccinera barn mot covid-19 är inte prioriterat enligt Folkhälsomyndigheten. Barnläkaren Tobias Alfvén, barnläkare på Sachsska barn- och ungdomssjukhuset, svarade på frågor om corona bland barn och unga i SVT:s Morgonstudion. - Generellt är det låg risk att bli svårt sjuk i covid-19 som barn. Varför vaccinerar man inte barn mot covid-19? - Vi har inte testat det här tillräckligt bland barn just nu. Men det pågår oerhört mycket forskning kring viruset och vaccin, så det kan ändras. Men just nu är rekommendationen att det är vuxna som ska vaccineras. Just nu rekommenderas barn inte att vaccineras, säger han. På frågan om det kan kan bli aktuellt för barn att vaccineras mot covid-19 framöver svarar han: - Jag tror det kommer komma studier som visar på att det här är ett säkert vaccin även för barn. Men det vet vi inte, det måste vi studera innan vi kan rekommendera att alla barn ska ta det här, säger Tobias Alfvén. En del barn har visat sig bli riktigt sjuka av covid, hur orolig ska man vara som förälder? - Vi gjorde en studie i Stockholm vid första vågen. Den visade att av alla som lades in på sjukhus i Stockholm var det 0,7 procent som var barn. Då räknar vi från födseln till 18 års ålder. Så det är väldigt få som har lagts in på sjukhus som har varit barn, säger Tobias Alfvén. 
73	PBLMD	PBLMD	2021-01-18	Polisen i Jönköping varnar för bedragare som kan försöka utnyttja osäkerheten kring vaccineringen. Bedragare har börjat ringa runt för att försöka lura folk och säger att de vill boka en vaccinationstid och uppmanar att identifiera sig med bank-id. "Lägg på luren direkt om du känner dig stressad eller pressad av någon som ringer" uppmanar polisen i Jönköping. "Du kommer aldrig bli uppringd av Folkhälsomyndigheten eller regionen för Covid-19-vaccination. Utan det är du själv som bokar din tid, oftast via 1177, du kan även bli kallad via brev." För att undvika att bli lurad ska du alltså lägga på luren om någon vill komma hem till dig, vill att du ska identifiera dig via bank-id eller försöker stressa dig i samtalet om vaccinationen. Det är framför allt äldre personer som utsätts. 
74	MDCL	MDCL	2021-01-19	Antalet patienter med covid-19 har minskat på landets sjukhus den senaste veckan. Tuffast är läget just nu i södra Sverige. På nationell nivå har antalet patienter som vårdas för covid-19 minskat. I dag, tisdag, befinner sig 2 160 covidpatienter på sjukhusens vårdavdelningar. - Det här är ungefär 300 färre patienter jämfört med förra veckan, sa Taha Alexandersson, ställföreträdande krisberedskapschef på Socialstyrelsen, vid dagens myndighetsgemensamma presskonferens. 60 procent av patienterna finns i storstadsregionerna. Men tittar man på andelen patienter i förhållande till befolkning så är det i södra Sverige som sjukvården har det tuffast just nu. Även inom intensivvården syns en minskning av antalet patienter. Enligt de senaste siffrorna vårdas 348 patienter med covid-19 på någon av landets 774 intensivvårdsplatser. Det är drygt 20 patienter färre jämfört med förra veckan, enligt Taha Alexandersson. - Det är en stor variation mellan landets regioner och den dagliga IVA-samordningen och den nationella koordineringen behövs fortfarande. Eskaleringar behövs fortfarande och framför allt ett nyttjande av de transportresurser som finns för att verkligen kunna nyttja hela landets intensivvårdskapacitet, sa hon på presskonferensen. Enligt den senaste statistiken från Folkhälsomyndigheten har ytterligare 268 dödsfall med covid-19 rapporterats, vilket innebär att totalt 10 591 nu avlidit i Sverige. Sammanlagt har 533 265 personer i Sverige bekräftats smittade av covid-19. 
75	MDCL	MDCL	2021-01-19	För två år sedan beslutade Region Dalarna att ett sprututbytesprogram skulle införas 2020. Men på grund av pandemin har planerna lagts på is, rapporterar SVT. Sedan kommunernas veto slopades våren 2017 har en majoritet av landets regioner infört sprututbytesprogram för missbrukare. I Dalarna beslutade politikerna för två år sedan att ett program skulle införas under 2020. Regionen har dock haft problem med att hitta en lokal - och när det väl såg ut att lösas slog pandemin till. - Pandemiläget har ju gjort att detta inte kunnat komma framåt. Det är ju infektion som det här ligger under och de har - och har haft - fullt upp med covid, säger Sofia Jarl (C), regionråd med ansvar för hälso- och sjukvård i Dalarna, till SVT Nyheter Dalarna. Enligt Sofia Jarl går det inte heller att säga när ett sprututbyte kan dra igång. För tillfället är all verksamhet som inte är kopplad till covid-19, eller akut och tidskritisk, i princip inställd. Personalresurserna måste användas till det som är mest akut. - Nu är vi mitt i andra vågen och vi törs inte säga, från en dag till en annan, om vi tror att det går att skala upp annan verksamhet, säger hon. Enligt SVT har 16 av landets 21 regioner infört sprututbytesprogram. 
76	NEWS	NEWS	2021-01-19	Enligt Sheba Medical Center i Ramat Gan, utanför Tel Aviv, ger Pfizers vaccin fler antikroppar än om man har återhämtat sig från en covidinfektion. Det är Times of Israel som skriver att en studie utförd av sjukhuset visar att 98 procent av vårdpersonalen på sjukhuset som fick en andra dos av Pfizers vaccin utvecklade en stor mängd antikroppar. Studien inkluderade 102 personer och gjordes 2 veckor efter att Israel hade börjat vaccinera med en andra dos. Enligt sjukhuset ökade andelen antikroppar med 6 till 20 gånger efter den andra dosen jämfört med efter den första. Endast två av de anställda utvecklade en låg andel antikroppar och en av dem uppges ha ett dåligt immunförsvar. Studien visar också att man sannolikt inte för smitta vidare, efter andra vaccinationen. Israel ska ha betalat mycket bra för att få tillgång till många doser väldigt snabbt. Över 4 000 israeler har dött i covid-19. Sheba Medical Center har utsetts till ett av tio världens bästa sjukhus av Newsweek. För att följa hur vaccinationen går i olika länder sammanställer Our World in Data en graf. 
77	NEWS	NEWS	2021-01-19	Ensam vid sitt skrivbord i kontorslandskapet ett knappt år efter pandemins utbrott: "Förut gällde det att surra lasten för att hålla, nu gäller att verkligen stå ut. En ihärdig uthållighetssak", säger hälso- och sjukvårdsdirektören Björn Eriksson. Foto: Nicklas Thegerström Björn Eriksson är hälso- och sjukvårdsdirektören som blev rikskänd för sin stormmetafor när pandemin drabbade Stockholm. Nu varnar han för att den är långt ifrån över. - Det är väldigt kritiskt just nu. Jag skulle inte våga hoppas på att vi kan fira en normal midsommar, säger Björn Eriksson. 
78	NEWS	NEWS	2021-01-19	Många coronapatienter har skador på nervceller i hjärnan, enligt forskare som studerat patienter som vårdats vid Akademiska sjukhuset i Uppsala. 19 patienter med covid-19 och neurologiska symtom ingick i studien. De flesta av dem fick intensivvård, men oavsett hur svårt sjuka de var hade samtliga i studien ett eller flera symtom på nervpåverkan, skriver Upsala Nya Tidning. - Ännu vet vi inte hur skadorna uppkommer. I de flesta fallen verkar dock inte coronaviruset vara någon direkt orsak till de neurologiska symtomen och skadorna på nervcellerna, säger Elham Rostami, neurokirurg vid Akademiska sjukhuset och forskare vid Uppsala universitet, till tidningen. Nervpåverkan kan visa sig i exempelvis psykiska förändringar, sänkt medvetandegrad, förvirring och svaghet i armar och ben. - En utvidgad proteinanalys pekade på att de allra flesta hade en genomgången eller pågående skada på nervceller i hjärnan, säger Elham Rostami och fortsätter: - Ju svårare covid-19 och ju mer uttalade neurologiska symtom patienterna hade, desto högre var halterna av ett eller flera hjärnskadeproteiner i ryggvätskan. Eftersom pandemin bara har pågått under ett år finns det i nuläget väldigt lite kunskap om långtidseffekterna. 
79	NEWS	NEWS	2021-01-19	Rosa Johansson, 99, var en av de första att få vaccinet mot covid-19 i Göteborg i slutet av december: "Ett stort ögonblick" En person vaccineras mot covid-19. Borås stad varnar för att bedragare kan försöka lura regionens äldre på pengar genom att ta betalt för coronavaccin. - Det är en väldigt utsatt målgrupp, som utnyttjas på det mest avskyvärda sätt. Vi ser väldigt allvarligt på det, säger Rangbar Mohammad, säkerhetschef i Borås stad, till SVT Nyheter Väst. Inom både landet och regionen har det dykt upp signaler om att äldre utsätts för bedrägeriförsök kopplat till vaccinationen. Äldre har blivit uppringda av personer som erbjuder vaccination mot coronaviruset mot betalning - trots att vaccination mot covid-19 är gratis i Sverige. - Det kan bli förödande konsekvenser. Dels kan man bli av med sina tillgångar, dels får man en känsla av otrygghet, säger Rangbar Mohammad till SVT. "Riskerna ökar för att bedragare använder sig av vaccin" Även om ingen i Borås ännu har drabbats av coronabedrägerierna väljer nu Borås stad att gå ut med en varning om att det kan dyka upp falska vaccinsäljare. - Vi anser att det är viktigt då riskerna ökar för att bedragare använder sig av vaccin och försöker tjäna pengar på det, säger Rangbar Mohammad till SVT. Den som får hemsjukvård genom Borås stad kommer att vaccineras mot covid-19 av kommunens egna sjuksköterskor. Har man hemtjänst utan hemsjukvård utförs vaccinationen av Närhälsan. 
80	PBLMD	PBLMD	2021-01-19	268 nya dödsfall har registrerats sedan fredagen. Totalt 10 591 har avlidit med covid-19 i Sverige. Samtidigt kan man skymta en liten ljusglimt. - På nationell nivå ser vi en minskning av antalet inlagda covidpatienter på sjukhus jämfört med föregående vecka, säger Taha Alexandersson från Socialstyrelsen på presskonferensen. 2 160 patienter vårdas just nu på sjukhusens vårdavdelningar. Det är ungefär 300 färre patienter än förra veckan. IVA-patienterna är inte inräknade i detta. Det går att se en försiktig nedgång just nu, men statsepidemiolog Anders Tegnell manar till fortsatt försiktighet. - Vi ska vara väldigt försiktiga med att ta ut för mycket i förskott, men den verkar inte ha svängt upp än. Vi håller tummarna att vi kan fortsätta åt detta håll. Nedgången gäller inte bara enstaka åldersgrupper, utan den gäller alla åldersgrupper. Tydligast är det bland de yngre åldersgrupperna. Svar om skolor på torsdag Vad som gäller efter att beslutet om att gymnasieskolor ska hålla distansundervisning går ut på söndag 24 januari meddelas på torsdag. - Vi återkommer i den frågan på torsdag, säger Anders Tegnell. Det är en ganska jämn spridning över stora delar av Europa, menar statsepidemiologen. - Det är Norge, Finland och Island som har klarat sig lindrigt, och det finns enstaka mindre regioner här och där som inte har så mycket. Men på det stora hela har vi en stor smittspridning i stora delar av Europa. För Sveriges del är det region Skåne som är värst drabbat just nu av de större regionerna, medan Stockholm, som tidigare hade en tydlig uppgång, har istället en tydlig nedgång nu. 
81	PBLMD	PBLMD	2021-01-19	Borås Stad varnar för att bedragare kan rikta in sig mot äldre kopplat till vaccination av covid-19. - Det är en väldigt utsatt målgrupp, som utnyttjas på det mest avskyvärda sätt. Vi ser väldigt allvarligt på det, säger Rangbar Mohammad, säkerhetschef i Borås Stad. Både inom landet och regionen finns signaler om att äldre utsätts för bedrägeriförsök kopplat till vaccination mot covid-19. Äldre har blivit uppringda av personer som erbjudit vaccinationer mot covid-19 och velat ta betalt. Ännu har ingen i Borås drabbats av coronabedrägerierna, enligt kommunen. Men Borås Stad går nu och varnar för falska säljare av covid-19-vaccin. - Vi anser att det är viktigt då riskerna ökar för att bedragare använder sig av vaccin och försöker tjäna pengar på det, säger Rangbar Mohammad, säkerhetschef i Borås Stad. Vilka konsekvenser kan det bli för äldre som utsätts för den här typen av brott? - Det kan bli förödande konsekvenser. Dels man kan bli av med sina tillgångar. Dels får man en känsla av otrygghet. Vaccination mot covid-19 är gratis Vaccination mot covid-19 är helt gratis i Sverige. Telefonsamtal från personer som försöker sälja vaccin är därmed alltid ett försök till bedrägeri, enligt Rangbar Mohammad. I Borås kommer den som får hemsjukvård genom Borås Stad att vaccineras av kommunens egna sjuksköterskor. Den som har hemtjänst utan hemsjukvård vaccineras av Närhälsan. I klippet ovan ger säkerhetschefen Rangbar Mohammad tre tips om hur du skyddar dig mot bedrägerier. 
82	PBLMD	PBLMD	2021-01-19	Brasilien är det land med flest dödsfall relaterade till covid-19 i världen efter USA. Nu startar vaccineringen i landet. SVT:s Latinamerikakorrespondent Tigran Feiler berättar i Morgonstudion att Brasilien får betala ett högt pris för den politiska instabiliteten i landet. - Det är ett allvarligt läge och kaoset som drabbade Brasilien när pandemin slog till upprepar sig nu. Då handlade det om att komma överens om vilka åtgärder man skulle ta till för att bromsa smittan, nu ser vi samma politiska konflikt kring vaccineringen. En ny mutation av coronaviruset har upptäckts, som misstänks ha uppstått i Amazonasområdet. Forskarna tror att den påminner om den brittiska mutationen som är mer smittsam än den ursprungliga. Presidenten Jair Bolsonaro har nyligen sagt att han själv inte kommer vaccinera sig. - Bland hans följare så har antivaccin-idéerna fått stor spridning. Det finns en stor frustration inom det Brasilianska forskarsamhället att man inte får ut information och kanske inte lyckas övertyga tillräckligt många att det är viktigt att vaccinera sig, säger Tigran Feiler. 
83	PBLMD	PBLMD	2021-01-19	Karantäncenter med plats för tusentals smittade byggs nu i Kina. Myndigheterna förbereder för att kunna flytta hela byar för att bekämpa de lokala virusutbrott som fortsätter att blossa upp. I bl.a. staden Shijiazhuang uppförs en karantänanläggning med plats för 4 000 personer, skriver Reuters. Anläggningarna, som är utrustade med badrum, wifi och luftkonditionering, ska inhysa personer som t.ex. haft kontakt med smittade. Oron är stor för att en ny smittovåg ska utlösas under firandet av det stundande nyåret. 
84	PBLMD	PBLMD	2021-01-19	Trycket på vården i Region Gävleborg är alltjämt hög, men sedan jul- och nyårshelgerna har antalet inneliggande patienter med covid-19 minskat dramatiskt. Faran är dock inte över och Region Gävleborg utesluter inte att det kan komma en tredje våg. Under toppnoteringen i december låg 134 patienter med covid-19 på länets sjukhus varav 17 på intensivvårdsavdelningen, IVA. Under tisdagsmorgonen var antalet inneliggande patienter endast 32 varav fyra låg på IVA, detta efter att Gävleborg var det län där flest antal personer dog med covid-19 per 100 000 invånare i december. - Det här viruset är ju väldigt lömskt och vi har mycket kvar att lära om det. Det visar sig att det kan både gå ned och skjuta iväg väldigt snabbt. Så det är ju absolut inte läge att slappna av, utan i stället känna stolthet som Gävleborgare att vi med en hård efterlevnad av riktlinjerna har lyckats skjuta tillbaka smittspridningen, säger Johan Kaarme. "Ta höjd för att en tredje våg kan komma" Under den andra vågen låg mer än dubbelt så många patienter med covid-19 på sjukhus jämfört med i våras. Vid den högsta noteringen i våras, den andra maj, låg 63 patienter på sjukhus med covid-19, vilket kan jämföras med toppnoteringen den 22 december då 134 patienter var inneliggande. - Vi måste ta höjd för att en tredje våg kan komma på samma sätt som man verkar se i valda delar av Europa. Vissa länder har ju en uttalat hög "peak" och sedan några veckor av lugn innan det drar iväg igen. Det är det som vi vill förhindra, säger Johan Kaarme. 
85	PRDCL	PRDCL	2021-01-19	Läkemedelsverket börjar nu att publicera dagliga rapporter över inkomna misstänkta biverkningar av vaccinerna mot covid-19. Coronavaccinernas alla misstänkta biverkningar publiceras nu dagligen av Läkemedelsverket. Foto Shutterstock. Med start denna vecka har Läkemedelsverket börjat att publicera dagliga rapporter över misstänkta biverkningar av vaccinerna mot covid-19. De inrapporterade biverkningarna kommer från sjukvården och allmänhet och behöver analyseras djupare innan något eventuellt samband kan fastställas. Men på grund av det stora intresset för vaccinernas biverkningar väljer myndigheten nu full öppenhet med all data. Inrapporterade biverkningar behöver inte vara orsakade av vaccinet, säger Veronica Arthurson på Läkemedelsverket. Foto: Jeanette Hägglund.Inrapporterade biverkningar behöver inte vara orsakade av vaccinet, säger Veronica Arthurson på Läkemedelsverket. Foto: Jeanette Hägglund. - Intresset för inrapporterade misstänkta biverkningar är stort och för att möta det väljer vi att nu publicera dagliga sammanställningar. De mest aktuella siffrorna finns nu på Läkemedelsverkets webbplats, säger Veronica Arthurson, chef för enheten Läkemedelssäkerhet vid Läkemedelsverket i ett pressmeddelande. Enligt Läkemedelsverket är de biverkningar som hittills främst har rapporterats förväntade milda lokala symtom vid injektionsstället samt systemiska reaktioner som uppkommer då immunförsvaret aktiveras. Det finns även enstaka fall av lindrig överkänslighetsreaktion, anafylaxi och akut perifer ansiktsförlamning vilka är kända, men mer sällsynta, biverkningar. Men det finns även några dödsfall som samtliga har drabbat äldre personer med en eller flera underliggande sjukdomar. - Inrapporterade misstänkta biverkningar behöver inte vara orsakade av vaccinet, utan kan bero på andra faktorer. Det är viktigt att tänka på för förståelsen av de siffror vi redovisar, säger Veronica Arthurson. Läkemedelsverket följer upp alla inkomna rapporter om misstänkta biverkningar och bedömer om det kan finnas ett samband med vaccinet. Rapporterna skickas även till den europeiska databasen EudraVigilance och blir där en del av underlaget för den gemensamma säkerhetsövervakningen inom EU. 
86	NEWS	NEWS	2021-01-20	Coronaviruset upptäcktes först i staden Wuhan i Kina och har därefter spridit sig runt om i världen. De många beteckningarna på olika varianter av coronaviruset skapar förvirring inom forskarvärlden. WHO varnar samtidigt för att namn med geografisk anknytning - exempelvis "Kinaviruset" - kan vara stigmatiserande. - Det kan användas på politisk nivå. Det här ser man tydligt med Trump, säger KI-professorn Anders Sönnerborg. 
87	NEWS	NEWS	2021-01-20	Uppemot 10 000 personer samlades på gatorna i Wien i lördags för att protestera mot landets lockdown-lagar och för att kräva förbundskansler Sebastian Kurz avgång. Demonstrationen föranleddes av att den österrikiska regeringen planerar att förlänga landets nu pågående tredje lockdown längre än planerat. Enligt RT ignorerade demonstranterna polisens uppmaning om att hålla avstånd och bära mask, och svarade istället med att kramas, pussas och dansa. 
88	PBLMD	PBLMD	2021-01-20	Trots att vaccinationerna mot covid-19 för äldre inom hemtjänsten är i gång är det få som har tagit sprutan. Nu uppmanar vårdcentralerna alla äldre inom gruppen att kontakta vården. I slutet av december startade vaccinationen mot covid-19. I förra veckan öppnade fem vårdcentraler i Jönköpings kommun upp för att vaccinera personal och äldre med hemtjänst och personer i deras närhet. Men hittills har få äldre dykt upp för att vaccinera sig i Jönköpings kommun. - Vi har märkt när vi vaccinerar att det är mycket personal som kommer. Men vi vill också få dit de äldre, för vi har ju vaccinationen för att skydda de äldre, säger Lisa Wretmo som är ansvarig för covidvaccinationen på Wetterhälsan. Kommunen har informerat Enligt Jönköpings kommun har man jobbat med att informera de äldre inom hemtjänsten att de ska vaccinera sig sedan de fick informationen att det var deras tur. - Jag tror att en anledning till att fler äldre inte vaccinerat sig är för att det nyligen blev klart att de ska vaccinera sig. Sedan handlar det också om att äldre personer som varit isolerade i månader, och nu ska man då ta sig ut till en av fem vårdcentraler, det kan också påverka, säger Camilla Johansson som är äldreomsorgschef i Jönköpings kommun. Vad kan ni göra för att fler äldre ska vaccinera sig? - Det vi kan göra är att prata om det i samhället. Vi inom hemtjänsten kan stöta på med information och erbjuda hjälp och stöd i fall man behöver det för att boka tid, säger hon. 
89	NEWS	NEWS	2021-01-21	Tom Britton, Soo Aleman och Joacim Rocklöv. Coronapandemin har satt forskarsamhället i världens fokus. Men hur har det varit att stå mitt i stormen? Vad har vi lärt oss om viruset - och vilka frågor kvarstår? DN har pratat med tre experter från tre olika lärosäten. - Jag har känt mig uppgiven ibland, säger Joacim Rocklöv. 
90	PBLMD	PBLMD	2021-01-21	Chefen på äldreboendet lät sin egen familj vaccinera sig mot covid-19 - samtidigt som personal blev utan vaccin. Kommunen utreder nu händelsen. - Man blir irriterad. Prio ett borde vara att ringa in sin egen personal, säger en anställd på boendet till SVT. Vid nyår vaccinerades de boende på ett äldreboende i Eskilstuna kommun mot covid-19. När det blir över vaccindoser är tanken att personal på plats ska vaccineras i första hand - och att ledig personal ska ringas in i andra hand. Men enligt uppgifter till SVT valde chefen på boendet att vaccinera sin egen familj i stället för att ringa in ledig personal. - Jag blev upprörd eftersom jag hade kunnat bli inringd och få vaccin, säger en anställd som uppger att flera i personalen är kritiska till chefens agerande. Viktor Hård, avdelningschef för vård- och omsorgsboenden i Eskilstuna kommun, bekräftar det inträffade. - Vi känner till att det har hänt. Vi tittar på omständigheterna runt det i vår utredning och jag kan inte uttala mig innan det är klart. Det är en förtroendefråga för oss att det går rätt till, säger han. "En kamp mot klockan" Enligt Viktor Hård är riktlinjerna att inga vaccindoser får kasseras. - Vi som arbetsgivare kan inte beordra någon att ta vaccin, det är helt på frivillig basis. Det kan vara en kamp mot klockan och står man i ett läge där man inte får tag på någon så är frågan vad man gör med restdoserna då. Det tittar man på nu, säger han. SVT har varit i kontakt med chefen på äldreboendet som inte vill svara på våra frågor utan hänvisar vidare till avdelningschefen Viktor Hård. 
91	BLOG	BLOG	2021-01-22	Den 22 januari avslöjade Aftonbladet att Danmarks stoppar leveranser av vaccinsprutor till Sverige. Frivärlds senior fellow Patrik Oksanen har kommenterat nyheten och drar parallellen till hur andra europeiska länder hindrade transporter av skydds- och vårdutrustning under pandemins inledning: Då blev det stora diskussioner inom hela EU och den inre marknaden sattes ur spel. Det är naturligtvis inte bra. Patrik Oksanen menar att detta skadar förtroendet mellan länderna: Det förvånar mig att Danmark agerar på det här sättet. Det är dåligt för förtroendebyggandet i EU och inom Norden. 
